Nama Lokasi,Level,Polygon XML
Jakarta > Cilandak > Cilandak Town Square,3,"<coordinates>106.79852217435837,-6.2917738174618165 106.80105954408646,-6.291789813781164 106.80107563734055,-6.29142723042168 106.79994910955429,-6.291373909318064 106.79994374513626,-6.291053982581486 106.79970771074295,-6.291053982581486 106.79969161748886,-6.291149960623138 106.79895132780075,-6.291192617524852 106.7986187338829,-6.291480551519813 106.79852217435837,-6.291496547848193 106.79851144552231,-6.291757821141974 106.79852217435837,-6.2917738174618165 </coordinates>"
Jakarta > Cilandak > Elnusa Building,,
Jakarta > Cilandak > Executive Paradise Complex,3,"<coordinates>106.80868674069643,-6.2843468065243435 106.80872295051813,-6.284350805661348 106.80872764438391,-6.284306148629719 106.80869612842798,-6.2843054821068405 106.80868730834209,-6.284345783642755 106.80868674069643,-6.2843468065243435 </coordinates>"
Jakarta > Cilandak > Giant Market,,
Jakarta > Cilandak > Jason's Market,3,"<coordinates>106.81953225284815,-6.282557856155449 106.81982662528753,-6.282611844688033 106.81978438049555,-6.282920445698835 106.8196951970458,-6.282903782581987 106.81967977434397,-6.282955771504817 106.81946184486151,-6.282931110093351 106.81953284961037,-6.282557905926525 106.81953225284815,-6.282557856155449 </coordinates>"
Jakarta > Cilandak > Kawasan Komersial Cilandak,,
Jakarta > Cilandak > Menara 165,,
Jakarta > Cilandak > Ruko Hasta Griya,,
Jakarta > Cilandak > The Garden Center Bhumyamca Building,,
Jakarta > Cilandak > Wisma Raharja,3,"<coordinates>106.8093442171812,-6.291275265261944 106.80934555828571,-6.291276598289851 106.80956952273846,-6.291328586375673 106.80947966873646,-6.291752489035253 106.80926240980625,-6.291696501911354 106.80934488773346,-6.291275265261944 106.8093442171812,-6.291275265261944 </coordinates>"
Jakarta > Cililitan,,
Jakarta > Cililitan > Pusat Grosir Cililitan,3,"<coordinates>106.86454609036446,-6.262289099272742 106.86465337872505,-6.262171786275649 106.86489209532738,-6.26211846217735 106.86623252928257,-6.262081135305301 106.86559215188026,-6.262939652687336 106.865543872118,-6.262990310501176 106.86546608805656,-6.263000975303465 106.86503693461418,-6.262686363544413 106.8648974597454,-6.262774348207985 106.86454870582168,-6.262287705849294 106.86454609036446,-6.262289099272742 </coordinates>"
Jakarta > Cilincing,,
Jakarta > Cilincing > Ruko Gading Griya Lestari,,
Jakarta > Cilincing > Ruko Gading Griya Lestari No. 5,,
Jakarta > Cilincing > Ruko Gading Griya Lestari No. 8,,
Jakarta > Cipayung,,
Jakarta > Cipinang,,
Jakarta > Daan Mogot,,
Jakarta > Daan Mogot > Mall Matahari,3`,"<coordinates>106.71393603086472,-6.152437998755012 106.71407014131546,-6.1524486657958 106.714708507061,-6.1524059976313605 106.71478897333145,-6.151829977076275 106.71466022729874,-6.151733973589728 106.71457976102829,-6.151440629495681 106.71466022729874,-6.151435295965191 106.714708507061,-6.1511686193729105 106.71460121870041,-6.150267251500834 106.71413451433182,-6.15027258504304 106.71412914991379,-6.151472630677447 106.71419352293015,-6.151749974172036 106.71359270811081,-6.151792642389133 106.71360343694687,-6.152011316947973 106.71393640790302,-6.152435041473056 106.71393603086472,-6.152437998755012 </coordinates>"
Jakarta > Daan Mogot > Ruko CItra Garden 7,,
Jakarta > Daan Mogot > Ruko Duta Indah Alpha 1,,
Jakarta > Daan Mogot > THE BALE,,
Jakarta > Dharmawangsa,,
Jakarta > Dharmawangsa > Brawijaya Women and Children Hospital,3,"<coordinates>106.80722258985043,-6.257376594967597 106.80722258985043,-6.257568563438716 106.80762894451618,-6.257573895895247 106.80763565003872,-6.257813856382511 106.80773086845875,-6.257812523268996 106.80772952735424,-6.257744534475297 106.80783681571484,-6.25774320136159 106.80783279240131,-6.257677878786589 106.80775366723537,-6.257675212558871 106.80775098502636,-6.257539234926856 106.80778048932552,-6.257533902469982 106.8077952414751,-6.257477911669477 106.80774964392185,-6.2574712460975865 106.80774696171284,-6.2573739287383265 106.8075431138277,-6.257371262509056 106.8075417727232,-6.257349932674372 106.80745460093021,-6.257352598903744 106.80744655430317,-6.257369929394422 106.80721990764141,-6.2573739287383265 106.80722258985043,-6.257376594967597 </coordinates>"
Jakarta > Dharmawangsa > Dharmawangsa Square,3,"<coordinates>106.80135324597359,-6.252626685966482 106.80170997977257,-6.252522702070339 106.80196478962898,-6.253863826118749 106.80193528532982,-6.253957144761512 106.80163219571114,-6.254050463387609 106.80151954293251,-6.253613198824327 106.80143639445305,-6.253623863818022 106.80143103003502,-6.253533211364658 106.80149540305138,-6.253514547622302 106.80146858096123,-6.25337323640859 106.80143907666206,-6.253247922658807 106.80143371224403,-6.253135940133603 106.80134519934654,-6.25313060763182 106.80134737011167,-6.253078649988028 106.80142566561699,-6.253018625081477 106.80135056376457,-6.252621353459495 106.80135324597359,-6.252626685966482 </coordinates>"
Jakarta > Dharmawangsa > Essence Darmawangsa Apartment,3,"<coordinates>106.80476568639278,-6.257863181580134 106.80501781404018,-6.257877845827178 106.80501781404018,-6.257833853084813 106.80520690977573,-6.257819188836549 106.80522032082081,-6.258063148549809 106.804985627532,-6.2580778127912415 106.8049655109644,-6.2581724637942 106.80472813546658,-6.258147134654246 106.80476434528828,-6.257860515353357 106.80476568639278,-6.257863181580134 </coordinates>"
Jakarta > Dharmawangsa > Graha Purna Wira POLRI,,
Jakarta > Dharmawangsa > Grand Wijaya Center,3,"<coordinates>106.79981634020805,-6.253298581412335 106.79997995495796,-6.254143781997052 106.80036082863808,-6.254053129633824 106.80033132433891,-6.253943813527847 106.80023476481438,-6.253957144761512 106.80013619363308,-6.253391900155972 106.80025421082973,-6.253363904534633 106.80022604763508,-6.253206595777303 106.79981712258655,-6.253298405051278 106.79981634020805,-6.253298581412335 </coordinates>"
Jakarta > Dharmawangsa > Hotel Prapanca,3,"<coordinates>106.80819656699896,-6.254110453924169 106.8082408234477,-6.254111120485646 106.80823478847742,-6.2541537804185054 106.80819991976023,-6.254143781997052 106.80819723145919,-6.254110459767471 106.80819656699896,-6.254110453924169 </coordinates>"
Jakarta > Dharmawangsa > Jason Express,3,"<coordinates>106.81223966181278,-6.23858334045651 106.8123335391283,-6.23858334045651 106.81234695017338,-6.238498018049466 106.81225441396236,-6.238488685910363 106.81224080078641,-6.23858017405447 106.81223966181278,-6.23858334045651 </coordinates>"
Jakarta > Dharmawangsa > Ruko Dharmawangsa  Square,,
Jakarta > Dharmawangsa > The Dharmawangsa,,
Jakarta > Dharmawangsa > Wisma EMHA,3,"<coordinates>106.81417420506477,-6.240959030649333 106.81418493390083,-6.241097678902582 106.81431099772453,-6.241095012590363 106.81430026888847,-6.240951031710538 106.81417696708695,-6.240958940489959 106.81417420506477,-6.240959030649333 </coordinates>"
Jakarta > Duren Sawit,,
Jakarta > Duren Sawit > Giant Ekspres,,
Jakarta > Duren Sawit > Ruko Malaka,,
Jakarta > Fatmawati,,
Jakarta > Fatmawati > ITC Fatmawati,3,"<coordinates>106.79809838533401,-6.264056789651424 106.79809302091599,-6.264376732971618 106.79997056722641,-6.264483380701438 106.79998129606247,-6.264126110720779 106.79810364726495,-6.264056884275776 106.79809838533401,-6.264056789651424 </coordinates>"
Jakarta > Fatmawati > Komplek Golden Truly,2,"<coordinates>106.79622486233711,-6.2764757788335155 106.79622754454613,-6.2768143774436895 106.79740503430367,-6.276833040352804 106.79738894104958,-6.276470446570184 106.79622621408396,-6.2764771223126115 106.79622486233711,-6.2764757788335155 </coordinates>"
Jakarta > Fatmawati > Lottemart,2,"<coordinates>106.79622486233711,-6.2764757788335155 106.79622754454613,-6.2768143774436895 106.79740503430367,-6.276833040352804 106.79738894104958,-6.276470446570184 106.79622621408396,-6.2764771223126115 106.79622486233711,-6.2764757788335155 </coordinates>"
Jakarta > Fatmawati > Ruko D'Best Fatmawati,2,"<coordinates>106.79622486233711,-6.2764757788335155 106.79622754454613,-6.2768143774436895 106.79740503430367,-6.276833040352804 106.79738894104958,-6.276470446570184 106.79622621408396,-6.2764771223126115 106.79622486233711,-6.2764757788335155 </coordinates>"
Jakarta > Fatmawati > Ruko Hasta Griya,,
Jakarta > Fatmawati > SOS Medika Klinik,3,"<coordinates>106.8263889849186,-6.230048364662228 106.82604297995567,-6.229955041760194 106.82562991976738,-6.230541642582954 106.82600006461143,-6.230704290876793 106.82643190026283,-6.230762950904826 106.82648822665215,-6.230466984332825 106.82634070515633,-6.230416323371356 106.8264077603817,-6.230200347638567 106.82637557387352,-6.230152353019214 106.82654455304146,-6.230176350329438 106.82656869292259,-6.230056363767341 106.82639695819933,-6.230048659871543 106.8263889849186,-6.230048364662228 </coordinates>"
Jakarta > Gajah Mada,,
Jakarta > Gajah Mada > All Seasons Hotel,3,"<coordinates>106.81771337985992,-6.160288882847635 106.81785821914673,-6.1603355504597435 106.81792125105858,-6.160226214904916 106.81776434183121,-6.160164880315525 106.81771337985992,-6.160288882847635 106.81771337985992,-6.160288882847635 </coordinates>"
Jakarta > Gajah Mada > Carrefour Gajah Mada,3,"<coordinates>106.81919664144516,-6.165014291084151 106.81919395923615,-6.165014291084151 106.81926369667053,-6.165296960897385 106.81926906108856,-6.1653236278531125 106.81917518377304,-6.165440962442444 106.81897670030594,-6.165491629643436 106.81899011135101,-6.16555296361711 106.81861460208893,-6.165659631380532 106.81868433952332,-6.165915633925211 106.81895792484283,-6.165856966686301 106.81921005249023,-6.165680964930638 106.81982696056366,-6.165526296672908 106.81983232498169,-6.165328961244103 106.81971430778503,-6.164891623005117 106.81919664144516,-6.165014291084151 </coordinates>"
Jakarta > Gajah Mada > Gajah Mada Plaza,3,"<coordinates>106.81881040334702,-6.160592888932845 106.81890562176704,-6.1609262287384405 106.81844159960747,-6.161027563997839 106.81847915053368,-6.161179566850685 106.81914031505585,-6.1610448976587024 106.81893512606621,-6.160152880068934 106.8186803162098,-6.160144879904392 106.81881040334702,-6.160592888932845 </coordinates>"
Jakarta > Gajah Mada > Grand Paragon Mall,3,"<coordinates>106.81582778692245,-6.1521566554769525 106.81620866060257,-6.152152655334485 106.81685104966164,-6.152147321811158 106.81684970855713,-6.1519739822735655 106.8168443441391,-6.151445963026107 106.81622207164764,-6.151413961842738 106.81581974029541,-6.151445963026107 106.81583042820023,-6.15215261584477 106.81582778692245,-6.1521566554769525 </coordinates>"
Jakarta > Gajah Mada > Hotel Novotel,3,"<coordinates>106.81559041142464,-6.147205789451384 106.8156923353672,-6.147200455878427 106.81570172309875,-6.147303127148395 106.81560918688774,-6.147293793397401 106.81559041142464,-6.147205789451384 </coordinates>"
Jakarta > Gajah Mada > Ketapang Business Center,3,"<coordinates>106.81339234113693,-6.160420885511287 106.81340172886848,-6.160498220389891 106.81332930922508,-6.160504887189247 106.81331589818001,-6.160436885831925 106.81339234113693,-6.160420885511287 </coordinates>"
Jakarta > Gambir,,
Jakarta > Gambir > Harmoni Plaza,3,"<coordinates>106.81848183274269,-6.168787654002546 106.81863605976105,-6.168783653985394 106.8186467885971,-6.1689103211803005 106.81849792599678,-6.1689063211640764 106.81848183274269,-6.168787654002546 </coordinates>"
Jakarta > Gambir > Hotel Sriwijaya,3,"<coordinates>106.82978063821793,-6.168760987221011 106.82989865541458,-6.168803654070814 106.82995766401291,-6.168694320261309 106.82983160018921,-6.168651653402716 106.82978063821793,-6.168760987221011 </coordinates>"
Jakarta > Gambir > Raja Kamar Indonesia,3,"<coordinates>106.82052232325077,-6.168948321332875 106.82055719196796,-6.168948321332875 106.8205638974905,-6.1689063211640764 106.82052567601204,-6.16890365448659 106.82052232325077,-6.168948321332875 </coordinates>"
Jakarta > Gambir > Rukan Golden Centrum,3,"<coordinates>106.82034462690353,-6.169577656796798 106.8203741312027,-6.1696789904033515 106.82047002017498,-6.169653657003529 106.82043850421906,-6.169547656712191 106.82034462690353,-6.169577656796798 106.82034462690353,-6.169577656796798 </coordinates>"
Jakarta > Gambir > Stasiun Gambir,2,"<coordinates>106.83072209358215,-6.175659638870852 106.8299388885498,-6.175910303300285 106.82991743087769,-6.177355621418946 106.83118879795074,-6.177270289093494 106.83072209358215,-6.175659638870852 </coordinates>"
Jakarta > Gambir > Wisma Antara Building,,
Jakarta > Gandaria,,
Jakarta > Gandaria > 1Park Avenue,,
Jakarta > Gandaria > Gandaria City,3,"<coordinates>106.78422331809998,-6.243078745128381 106.78391218185425,-6.245553067655771 106.78359031677246,-6.2455637328137605 106.78342938423157,-6.245553067655771 106.7831826210022,-6.245553067655771 106.78236722946167,-6.245777035928143 106.78230285644531,-6.245425085742812 106.78294658660889,-6.242662801831585 106.78305387496948,-6.242513488772676 106.78422331809998,-6.243078745128381 </coordinates>"
Jakarta > Gatot Subroto,,
Jakarta > Gatot Subroto > Bulog Building,,
Jakarta > Gatot Subroto > Crowne Plaza,3,"<coordinates>106.81430697441101,-6.221694566038712 106.81476831436157,-6.2223451698718915 106.81546568870544,-6.221939875775327 106.8155837059021,-6.2218598834824865 106.81506872177124,-6.221166616434575 106.81431255433404,-6.221690699907823 106.81430697441101,-6.221694566038712 </coordinates>"
Jakarta > Gatot Subroto > Gedung Balai Kartini,,
Jakarta > Gatot Subroto > Graha BIP,3,"<coordinates>106.82032316923141,-6.2294164349728876 106.8203741312027,-6.229475095144861 106.82050555944443,-6.229397770371336 106.82043582201004,-6.229325778330593 106.8203246352607,-6.229415255194779 106.82032316923141,-6.2294164349728876 </coordinates>"
Jakarta > Gatot Subroto > Hanggar Teras MBAU,,
Jakarta > Gatot Subroto > Hotel Bidakara,3,"<coordinates>106.84166014194489,-6.240240458825967 106.84174865484238,-6.240241791984252 106.8417540192604,-6.240124474042261 106.8416628241539,-6.240117808249309 106.84166014194489,-6.240240458825967 </coordinates>"
Jakarta > Gatot Subroto > Kartika Chandra Hotel,3,"<coordinates>106.8189887702465,-6.227296665269385 106.81905716657639,-6.227357992060272 106.81898340582848,-6.227417985653116 106.81893512606621,-6.227353992487176 106.8189887702465,-6.227296665269385 </coordinates>"
Jakarta > Gatot Subroto > Menara Bidakara,3,"<coordinates>106.84140633791685,-6.241703598001807 106.84153441339731,-6.241880907528669 106.84132721275091,-6.242020222114803 106.84129770845175,-6.241989559577486 106.84124138206244,-6.242009556884628 106.84119712561369,-6.241962896500102 106.84115890413523,-6.241966895961802 106.8411709740758,-6.241906904033189 106.84110794216394,-6.241818915858793 106.84131782501936,-6.241691599610599 106.84135135263205,-6.241728927937878 106.84140626928536,-6.241703784068912 106.84140633791685,-6.241703598001807 </coordinates>"
Jakarta > Gatot Subroto > Menara Global,3,"<coordinates>106.82134509086609,-6.230802946374729 106.82185739278793,-6.231074915489209 106.82207465171814,-6.2313842135265345 106.82125389575958,-6.231901487422923 106.82105541229248,-6.231645516898757 106.82108223438263,-6.231506866146024 106.82092130184174,-6.2313255535679515 106.82085156440735,-6.2311069118463545 106.82134195181368,-6.230804879733759 106.82134509086609,-6.230802946374729 </coordinates>"
Jakarta > Gatot Subroto > Menara Jamsostek,3,"<coordinates>106.82173132896423,-6.2340132394821515 106.82186543941498,-6.233890587448609 106.8217796087265,-6.233767935386416 106.82167366147041,-6.233663947745984 106.82154357433319,-6.233573291837507 106.8212941288948,-6.2334453069988704 106.82119354605675,-6.233571292074641 106.82172855788156,-6.234010951306956 106.82173132896423,-6.2340132394821515 </coordinates>"
